#realizzazioni=200

0	0.99
1	0.980195
2	0.963585
3	0.937409
4	0.897205
5	0.837791
6	0.757163
7	0.659699
8	0.552858
9	0.450527
10	0.361496
11	0.288073
12	0.23318
13	0.192296
14	0.162887
15	0.140592
16	0.125498
17	0.114449
18	0.106788
19	0.101626
20	0.0982726
21	0.0964704
22	0.0956693
23	0.0958128
24	0.0966991
25	0.0980651
26	0.0999057
27	0.10207
28	0.104519
29	0.107275
30	0.110258
31	0.113404
32	0.116701
33	0.12014
34	0.123663
35	0.127282
36	0.130983
37	0.134734
38	0.138536
39	0.142362
40	0.146233
41	0.150127
42	0.154035
43	0.157959
44	0.161889
45	0.165826
46	0.169765
47	0.173711
48	0.177649
49	0.181583
50	0.185514
51	0.189439
52	0.193356
53	0.197261
54	0.201156
55	0.205042
56	0.208915
57	0.212773
58	0.216619
59	0.220452
60	0.224271
61	0.228072
62	0.231859
63	0.235631
64	0.239387
65	0.243129
66	0.246853
67	0.250561
68	0.254253
69	0.257927
70	0.261586
71	0.265228
72	0.268853
73	0.272461
74	0.276052
75	0.279626
76	0.283183
77	0.286723
78	0.290245
79	0.293751
80	0.29724
81	0.300712
82	0.304168
83	0.307607
84	0.311028
85	0.314433
86	0.31782
87	0.32119
88	0.324544
89	0.32788
90	0.331199
91	0.334502
92	0.337787
93	0.341055
94	0.344306
95	0.34754
96	0.350757
97	0.353957
98	0.35714
99	0.360305
100	0.363454
101	0.366585
102	0.369699
103	0.372796
104	0.375875
105	0.378936
106	0.38198
107	0.385005
108	0.388014
109	0.391002
110	0.393972
111	0.396925
112	0.399857
113	0.402771
114	0.405667
115	0.40854
116	0.41139
117	0.414222
118	0.417031
119	0.419818
120	0.422577
121	0.425318
122	0.428027
123	0.430714
124	0.433372
125	0.435999
126	0.438595
127	0.441157
128	0.443684
129	0.44618
130	0.448636
131	0.451035
132	0.453386
133	0.455678
134	0.457913
135	0.460086
136	0.462185
137	0.464222
138	0.466183
139	0.468034
140	0.469788
141	0.47142
142	0.472914
143	0.474259
144	0.475466
145	0.476522
146	0.477406
147	0.478084
148	0.4785
149	0.478631
150	0.47845
151	0.477949
152	0.477093
153	0.475903
154	0.474286
155	0.472252
156	0.469872
157	0.466832
158	0.463528
159	0.459582
160	0.455029
161	0.449751
162	0.444387
163	0.438519
164	0.431863
165	0.424466
166	0.416907
167	0.408755
168	0.400412
169	0.391962
170	0.383079
171	0.374212
172	0.365189
173	0.35628
174	0.347271
175	0.338645
176	0.330222
177	0.321877
178	0.313951
179	0.306601
180	0.299582
181	0.293178
182	0.287259
183	0.281917
184	0.276892
185	0.272436
186	0.268331
187	0.26476
188	0.261563
189	0.258722
190	0.256364
191	0.254382
192	0.252821
193	0.251473
194	0.250566
195	0.249871
196	0.249446
197	0.249358
198	0.249432
199	0.24969
200	0.250122
201	0.250787
202	0.251635
203	0.252632
204	0.253768
205	0.255061
206	0.256464
207	0.257981
208	0.259625
209	0.26135
210	0.26316
211	0.265014
212	0.266952
213	0.268936
214	0.270982
215	0.273064
216	0.275172
217	0.27736
218	0.279548
219	0.281728
220	0.283971
221	0.286263
222	0.288573
223	0.290909
224	0.293242
225	0.295579
226	0.297909
227	0.300274
228	0.302635
229	0.304985
230	0.307359
231	0.309731
232	0.312087
233	0.314423
234	0.316757
235	0.319103
236	0.321438
237	0.323755
238	0.326044
239	0.328291
240	0.330539
241	0.332776
242	0.334976
243	0.337141
244	0.339329
245	0.34148
246	0.343605
247	0.345663
248	0.347682
249	0.349693
250	0.351659
251	0.353592
252	0.355456
253	0.357309
254	0.359086
255	0.360835
256	0.362486
257	0.364113
258	0.365637
259	0.367165
260	0.368617
261	0.370002
262	0.371245
263	0.372452
264	0.373611
265	0.374644
266	0.375667
267	0.376535
268	0.377337
269	0.378092
270	0.378778
271	0.37935
